date,buy,sell
2022-08-02,14799.63,14948.37
2022-08-01,14785.7,14934.3
2022-07-29,14883.21,15032.79
2022-07-28,14944.9,15095.1
2022-07-27,14909.08,15058.92
2022-07-26,14917.04,15066.96
2022-07-25,14948.88,15099.12
2022-07-22,14941.92,15092.08
2022-07-21,14909.08,15058.92
2022-07-20,14917.04,15066.96
2022-07-19,14911.07,15060.93
2022-07-18,14924.0,15074.0
2022-07-15,14924.0,15074.0
2022-07-14,14910.08,15059.92
2022-07-13,14918.03,15067.97
2022-07-12,14894.16,15043.84
2022-07-11,14906.1,15055.91
2022-07-08,14911.07,15060.93
2022-07-07,14939.93,15090.08
2022-07-06,14915.05,15064.95
2022-07-05,14885.2,15034.8
2022-07-04,14881.22,15030.78
2022-07-01,14807.59,14956.41
2022-06-30,14773.76,14922.24
2022-06-29,14762.82,14911.19
2022-06-28,14727.99,14876.01
2022-06-27,14771.77,14920.23
2022-06-24,14760.83,14909.18
2022-06-23,14785.7,14934.3
2022-06-22,14729.98,14878.02
2022-06-21,14761.82,14910.18
2022-06-20,14753.86,14902.14
2022-06-17,14667.3,14814.71
2022-06-16,14672.27,14819.73
2022-06-15,14655.36,14802.65
2022-06-14,14598.64,14745.36
2022-06-13,14496.16,14641.85
2022-06-10,14482.23,14627.78
2022-06-09,14404.62,14549.39
2022-06-08,14391.68,14536.32
2022-06-07,14389.69,14534.31
2022-06-06,14358.85,14503.16
2022-06-03,14453.37,14598.63
2022-06-02,14519.04,14664.96
2022-05-31,14471.28,14616.72
2022-05-30,14505.11,14650.89
2022-05-27,14571.78,14718.23
2022-05-25,14579.74,14726.27
2022-05-24,14591.68,14738.33
2022-05-23,14587.7,14734.31
2022-05-20,14657.35,14804.66
2022-05-19,14608.59,14755.41
2022-05-18,14577.75,14724.26
2022-05-17,14545.91,14692.1
2022-05-13,14512.08,14657.93
2022-05-12,14473.27,14618.73
2022-05-11,14473.27,14618.73
2022-05-10,14461.33,14606.67
2022-05-09,14407.6,14552.4
2022-04-28,14345.91,14490.09
2022-04-27,14339.94,14484.06
2022-04-26,14379.74,14524.26
2022-04-25,14289.2,14432.81
2022-04-22,14276.26,14419.74
2022-04-21,14279.25,14422.76
2022-04-20,14275.27,14418.74
2022-04-19,14284.22,14427.78
2022-04-18,14277.26,14420.75
2022-04-14,14287.21,14430.8
2022-04-13,14292.18,14435.82
2022-04-12,14298.15,14441.85
2022-04-11,14293.18,14436.83
2022-04-08,14287.21,14430.8
2022-04-07,14292.18,14435.82
2022-04-06,14276.26,14419.74
2022-04-05,14290.19,14433.81
2022-04-04,14292.18,14435.82
2022-04-01,14285.22,14428.79
2022-03-31,14277.26,14420.75
2022-03-30,14292.18,14435.82
2022-03-29,14288.2,14431.8
2022-03-28,14269.3,14412.71
2022-03-25,14289.2,14432.81
2022-03-24,14279.25,14422.76
2022-03-23,14286.21,14429.79
2022-03-22,14269.3,14412.71
2022-03-21,14268.3,14411.7
2022-03-18,14218.55,14361.45
2022-03-17,14239.45,14382.56
2022-03-16,14249.4,14392.61
2022-03-15,14256.36,14399.64
2022-03-14,14234.47,14377.53
2022-03-11,14226.51,14369.49
2022-03-10,14299.15,14442.86
2022-03-09,14322.03,14465.97
2022-03-08,14338.95,14483.06
2022-03-07,14311.09,14454.92
2022-03-04,14301.14,14444.87
2022-03-02,14278.25,14421.75
2022-03-01,14297.16,14440.85
2022-02-25,14299.15,14442.86
2022-02-24,14283.23,14426.78
2022-02-23,14290.19,14433.81
2022-02-22,14257.36,14400.65
2022-02-21,14267.31,14410.7
2022-02-18,14229.5,14372.51
2022-02-17,14206.61,14349.39
2022-02-16,14220.54,14363.46
2022-02-15,14266.31,14409.69
2022-02-14,14287.21,14430.8
2022-02-11,14272.28,14415.72
2022-02-10,14294.17,14437.83
2022-02-09,14313.08,14456.93
2022-02-08,14331.98,14476.02
2022-02-07,14304.12,14447.88
2022-02-04,14309.1,14452.91
2022-02-03,14275.27,14418.74
2022-02-02,14320.04,14463.96
2022-01-31,14309.1,14452.91
2022-01-28,14313.08,14456.93
2022-01-27,14274.27,14417.73
2022-01-26,14286.21,14429.79
2022-01-25,14255.37,14398.64
2022-01-24,14275.27,14418.74
2022-01-21,14282.23,14425.77
2022-01-20,14298.15,14441.85
2022-01-19,14253.38,14396.63
2022-01-18,14251.39,14394.62
2022-01-17,14238.45,14381.55
2022-01-14,14239.45,14382.56
2022-01-13,14230.49,14373.51
2022-01-12,14227.51,14370.5
2022-01-11,14251.39,14394.62
2022-01-10,14288.2,14431.8
2022-01-07,14324.02,14467.98
2022-01-06,14293.18,14436.83
2022-01-05,14238.45,14381.55
2022-01-04,14198.65,14341.35
2022-01-03,14206.61,14349.39
2021-12-31,14197.66,14340.35
2021-12-30,14193.68,14336.33
2021-12-29,14165.82,14308.19
2021-12-28,14153.88,14296.13
2021-12-27,14147.91,14290.1
2021-12-24,14179.75,14322.26
2021-12-23,14192.68,14335.32
2021-12-22,14277.26,14420.75
2021-12-21,14312.08,14455.92
2021-12-20,14271.29,14414.72
2021-12-17,14271.29,14414.72
2021-12-16,14265.32,14408.69
2021-12-15,14276.26,14419.74
2021-12-14,14274.27,14417.73
2021-12-13,14306.11,14449.89
2021-12-10,14279.25,14422.76
2021-12-09,14276.26,14419.74
2021-12-08,14335.96,14480.04
2021-12-07,14368.8,14513.21
2021-12-06,14335.96,14480.04
2021-12-03,14306.11,14449.89
2021-12-02,14281.24,14424.77
2021-12-01,14248.4,14391.6
2021-11-30,14268.3,14411.7
2021-11-29,14208.6,14351.4
2021-11-26,14208.6,14351.4
2021-11-25,14200.64,14343.36
2021-11-24,14200.64,14343.36
2021-11-23,14183.73,14326.28
2021-11-22,14165.82,14308.19
2021-11-19,14159.85,14302.16
2021-11-18,14187.71,14330.3
2021-11-17,14139.95,14282.06
2021-11-16,14134.97,14277.03
2021-11-15,14171.79,14314.22
2021-11-12,14216.56,14359.44
2021-11-11,14181.74,14324.27
2021-11-10,14161.84,14304.17
2021-11-09,14196.66,14339.34
2021-11-08,14302.13,14445.87
2021-11-05,14255.37,14398.64
2021-11-04,14229.5,14372.51
2021-11-03,14189.7,14332.31
2021-11-02,14163.83,14306.18
2021-11-01,14100.15,14241.86
2021-10-29,14128.01,14270.0
2021-10-28,14113.08,14254.92
2021-10-27,14094.18,14235.83
2021-10-26,14112.09,14253.92
2021-10-25,14091.19,14232.81
2021-10-22,14062.34,14203.67
2021-10-21,14009.6,14150.4
2021-10-19,14025.52,14166.48
2021-10-18,14013.58,14154.42
2021-10-15,14084.23,14225.78
2021-10-14,14149.9,14292.11
2021-10-13,14145.92,14288.09
2021-10-12,14138.95,14281.05
2021-10-11,14153.88,14296.13
2021-10-08,14166.81,14309.19
2021-10-07,14173.78,14316.23
2021-10-06,14188.7,14331.3
2021-10-05,14204.62,14347.38
2021-10-04,14243.43,14386.58
2021-10-01,14249.4,14392.61
2021-09-30,14235.47,14378.54
2021-09-29,14197.66,14340.35
2021-09-28,14186.71,14329.29
2021-09-27,14178.75,14321.25
2021-09-24,14184.72,14327.28
2021-09-23,14177.76,14320.25
2021-09-22,14172.78,14315.22
2021-09-21,14179.75,14322.26
2021-09-20,14161.84,14304.17
2021-09-17,14166.81,14309.19
2021-09-16,14180.74,14323.26
2021-09-15,14185.72,14328.29
2021-09-14,14188.7,14331.3
2021-09-13,14153.88,14296.13
2021-09-10,14200.64,14343.36
2021-09-09,14194.67,14337.33
2021-09-08,14124.03,14265.98
2021-09-07,14167.81,14310.2
2021-09-06,14189.7,14332.31
2021-09-03,14209.6,14352.41
2021-09-02,14212.58,14355.42
2021-09-01,14234.47,14377.53
2021-08-31,14302.13,14445.87
2021-08-30,14358.85,14503.16
2021-08-27,14350.89,14495.12
2021-08-26,14335.96,14480.04
2021-08-25,14319.05,14462.96
2021-08-24,14342.93,14487.08
2021-08-23,14391.68,14536.32
2021-08-20,14341.93,14486.07
2021-08-19,14312.08,14455.92
2021-08-18,14311.09,14454.92
2021-08-16,14316.06,14459.94
2021-08-13,14317.06,14460.95
2021-08-12,14325.02,14468.99
2021-08-10,14306.11,14449.89
2021-08-09,14297.16,14440.85
2021-08-06,14270.29,14413.71
2021-08-05,14252.38,14395.62
2021-08-04,14290.19,14433.81
2021-08-03,14383.72,14528.28
2021-08-02,14389.69,14534.31
2021-07-30,14418.55,14563.46
2021-07-29,14425.51,14570.49
2021-07-28,14416.56,14561.45
2021-07-27,14421.53,14566.47
2021-07-26,14428.5,14573.51
2021-07-23,14435.46,14580.54
2021-07-22,14481.23,14626.77
2021-07-21,14451.38,14596.62
2021-07-19,14444.42,14589.59
2021-07-16,14430.49,14575.52
2021-07-15,14420.54,14565.47
2021-07-14,14413.57,14558.43
2021-07-13,14413.57,14558.43
2021-07-12,14475.26,14620.74
2021-07-09,14475.26,14620.74
2021-07-08,14427.5,14572.5
2021-07-07,14395.66,14540.34
2021-07-06,14409.59,14554.41
2021-07-05,14491.18,14636.82
2021-07-02,14466.31,14611.7
2021-07-01,14469.29,14614.71
2021-06-30,14423.52,14568.48
2021-06-29,14399.64,14544.36
2021-06-28,14374.77,14519.24
2021-06-25,14389.69,14534.31
2021-06-24,14381.73,14526.27
2021-06-23,14348.9,14493.11
2021-06-22,14380.74,14525.27
2021-06-21,14330.99,14475.02
2021-06-18,14306.11,14449.89
2021-06-17,14185.72,14328.29
2021-06-16,14172.78,14315.22
2021-06-15,14150.89,14293.11
2021-06-14,14134.97,14277.03
2021-06-11,14168.8,14311.2
2021-06-10,14190.69,14333.31
2021-06-09,14190.69,14333.31
2021-06-08,14199.65,14342.36
2021-06-07,14244.42,14387.58
2021-06-04,14225.52,14368.49
2021-06-03,14204.62,14347.38
2021-06-02,14220.54,14363.46
2021-06-01,14238.45,14381.55
2021-05-31,14238.45,14381.55
2021-05-28,14240.44,14383.56
2021-05-27,14263.33,14406.68
2021-05-26,14290.19,14433.81
2021-05-25,14290.19,14433.81
2021-05-24,14303.13,14446.88
2021-05-21,14324.02,14467.98
2021-05-20,14241.44,14384.57
2021-05-19,14228.5,14371.5
2021-05-18,14212.58,14355.42
2021-05-17,14131.99,14274.02
2021-05-14,14127.01,14268.99
2021-05-13,14127.01,14268.99
2021-05-12,14127.01,14268.99
2021-05-11,14127.01,14268.99
2021-05-10,14217.56,14360.45
2021-05-07,14292.18,14435.82
2021-05-06,14366.81,14511.2
2021-05-05,14358.85,14503.16
2021-05-04,14394.67,14539.34
2021-05-03,14380.74,14525.27
2021-04-30,14395.66,14540.34
2021-04-29,14437.45,14582.55
2021-04-28,14424.52,14569.49
2021-04-27,14416.56,14561.45
2021-04-26,14475.26,14620.74
2021-04-23,14457.35,14602.65
2021-04-22,14476.26,14621.75
2021-04-21,14435.46,14580.54
2021-04-20,14495.16,14640.84
2021-04-19,14519.04,14664.96
2021-04-16,14572.77,14719.23
2021-04-15,14559.84,14706.17
2021-04-14,14574.76,14721.24
2021-04-13,14557.85,14704.16
2021-04-12,14507.1,14652.9
2021-04-09,14507.1,14652.9
2021-04-08,14440.44,14585.57
2021-04-07,14446.41,14591.6
2021-04-06,14460.34,14605.67
2021-04-05,14511.08,14656.92
2021-04-02,14504.12,14649.89
2021-04-01,14504.12,14649.89
2021-03-31,14499.14,14644.86
2021-03-30,14408.6,14553.41
2021-03-29,14361.83,14506.17
2021-03-26,14373.77,14518.23
2021-03-25,14391.68,14536.32
2021-03-24,14382.73,14527.28
2021-03-23,14348.9,14493.11
2021-03-22,14383.72,14528.28
2021-03-19,14403.62,14548.38
2021-03-18,14339.94,14484.06
2021-03-17,14386.71,14531.3
2021-03-16,14351.88,14496.12
2021-03-15,14345.91,14490.09
2021-03-12,14299.15,14442.86
2021-03-11,14348.9,14493.11
2021-03-10,14348.9,14493.11
2021-03-09,14395.66,14540.34
2021-03-08,14318.05,14461.95
2021-03-05,14299.15,14442.86
2021-03-04,14227.51,14370.5
2021-03-03,14262.33,14405.67
2021-03-02,14235.47,14378.54
2021-03-01,14228.5,14371.5
2021-02-26,14157.86,14300.15
2021-02-25,14033.48,14174.52
2021-02-24,14018.56,14159.45
2021-02-23,14055.37,14196.63
2021-02-22,14027.51,14168.49
2021-02-19,14014.58,14155.43
2021-02-18,13988.71,14129.3
2021-02-17,13948.91,14089.1
2021-02-16,13805.63,13944.38
2021-02-15,13876.27,14015.73
2021-02-12,13940.95,14081.06
2021-02-11,13940.95,14081.06
2021-02-10,13919.06,14058.95
2021-02-09,13930.0,14070.0
2021-02-08,13930.0,14070.0
2021-02-05,13991.69,14132.31
2021-02-04,13965.82,14106.18
2021-02-03,13946.92,14087.09
2021-02-02,13973.78,14114.22
2021-02-01,13971.79,14112.21
2021-01-29,14013.58,14154.42
2021-01-28,14048.41,14189.6
2021-01-27,14020.55,14161.46
2021-01-26,14015.57,14156.43
2021-01-25,14011.59,14152.41
2021-01-22,13983.73,14124.27
2021-01-21,13968.81,14109.2
2021-01-20,13994.68,14135.33
2021-01-19,14015.57,14156.43
2021-01-18,14009.6,14150.4
2021-01-15,13997.66,14138.34
2021-01-14,14048.41,14189.6
2021-01-13,14038.46,14179.55
2021-01-12,14159.85,14302.16
2021-01-11,14084.23,14225.78
2021-01-08,13987.71,14128.29
2021-01-07,13868.31,14007.69
2021-01-06,13856.37,13995.63
2021-01-05,13875.28,14014.73
2021-01-04,13833.49,13972.52
2020-12-31,14034.48,14175.53
2020-12-30,14034.48,14175.53
2020-12-29,14098.16,14239.85
2020-12-28,14113.08,14254.92
2020-12-25,14210.59,14353.41
2020-12-24,14210.59,14353.41
2020-12-23,14210.59,14353.41
2020-12-22,14146.91,14289.09
2020-12-21,14109.1,14250.9
2020-12-18,14075.27,14216.73
2020-12-17,14081.24,14222.76
2020-12-16,14080.25,14221.76
2020-12-15,14100.15,14241.86
2020-12-14,14087.21,14228.79
2020-12-11,14031.49,14172.51
2020-12-10,14059.35,14200.65
2020-12-09,14093.18,14234.82
2020-12-08,14093.18,14234.82
2020-12-07,14064.33,14205.68
2020-12-04,14111.09,14252.91
2020-12-03,14106.12,14247.89
2020-12-02,14093.18,14234.82
2020-12-01,14107.11,14248.89
2020-11-30,14057.36,14198.64
2020-11-27,14074.28,14215.73
2020-11-26,14059.35,14200.65
2020-11-25,14098.16,14239.85
2020-11-24,14125.02,14266.98
2020-11-23,14093.18,14234.82
2020-11-20,14156.86,14299.14
2020-11-19,14096.17,14237.84
2020-11-18,14047.41,14188.59
2020-11-17,14002.64,14143.37
2020-11-16,14068.31,14209.7
2020-11-13,14150.89,14293.11
2020-11-12,14116.07,14257.94
2020-11-11,14005.62,14146.38
2020-11-10,13944.93,14085.08
2020-11-09,14101.14,14242.86
2020-11-06,14249.4,14392.61
2020-11-05,14366.81,14511.2
2020-11-04,14484.22,14629.79
2020-11-03,14535.96,14682.05
2020-11-02,14644.41,14791.59
2020-10-30,14616.55,14763.45
2020-10-29,14616.55,14763.45
2020-10-28,14616.55,14763.45
2020-10-27,14616.55,14763.45
2020-10-26,14623.52,14770.49
2020-10-23,14664.31,14811.69
2020-10-22,14623.52,14770.49
2020-10-21,14584.71,14731.29
2020-10-20,14655.36,14802.65
2020-10-19,14667.3,14814.71
2020-10-16,14692.17,14839.83
2020-10-15,14686.2,14833.8
2020-10-14,14706.1,14853.9
2020-10-13,14719.04,14866.97
2020-10-12,14672.27,14819.73
2020-10-09,14663.32,14810.69
2020-10-08,14676.25,14823.75
2020-10-07,14710.08,14857.92
2020-10-06,14638.44,14785.56
2020-10-05,14792.67,14941.34
2020-10-02,14815.55,14964.45
2020-10-01,14801.62,14950.38
2020-09-30,14843.41,14992.59
2020-09-29,14845.4,14994.6
2020-09-28,14884.21,15033.8
2020-09-25,14876.25,15025.76
2020-09-24,14874.26,15023.75
2020-09-23,14760.83,14909.18
2020-09-22,14708.09,14855.91
2020-09-21,14649.39,14796.62
2020-09-18,14694.16,14841.84
2020-09-17,14803.61,14952.39
2020-09-16,14769.78,14918.22
2020-09-15,14795.65,14944.35
2020-09-14,14899.13,15048.87
2020-09-11,14904.11,15053.9
2020-09-10,14796.65,14945.36
2020-09-09,14778.74,14927.27
2020-09-08,14724.01,14871.99
2020-09-07,14680.23,14827.77
2020-09-04,14718.04,14865.96
2020-09-03,14743.91,14892.09
2020-09-02,14729.98,14878.02
2020-09-01,14541.93,14688.08
2020-08-31,14481.23,14626.77
2020-08-28,14628.49,14775.51
2020-08-27,14640.43,14787.57
2020-08-26,14562.82,14709.18
2020-08-25,14558.84,14705.16
2020-08-24,14720.03,14867.97
2020-08-19,14712.07,14859.93
2020-08-18,14832.47,14981.54
2020-08-14,14842.42,14991.59
2020-08-13,14802.62,14951.39
2020-08-12,14703.12,14850.89
2020-08-11,14654.36,14801.64
2020-08-10,14676.25,14823.75
2020-08-07,14573.77,14720.24
2020-08-06,14514.07,14659.94
2020-08-05,14549.89,14696.12
2020-08-04,14623.52,14770.49
2020-08-03,14639.44,14786.57
2020-07-30,14579.74,14726.27
2020-07-29,14497.15,14642.85
2020-07-28,14470.29,14615.72
2020-07-27,14531.98,14678.03
2020-07-24,14540.93,14687.07
2020-07-23,14595.66,14742.35
2020-07-22,14581.73,14728.28
2020-07-21,14738.94,14887.07
2020-07-20,14757.84,14906.16
2020-07-17,14706.1,14853.9
2020-07-16,14558.84,14705.16
2020-07-15,14542.92,14689.08
2020-07-14,14439.44,14584.56
2020-07-13,14413.57,14558.43
2020-07-10,14428.5,14573.51
2020-07-09,14373.77,14518.23
2020-07-08,14387.7,14532.3
2020-07-07,14383.72,14528.28
2020-07-06,14474.27,14619.74
2020-07-03,14493.17,14638.83
2020-07-02,14443.42,14588.58
2020-07-01,14269.3,14412.71
2020-06-30,14230.49,14373.51
2020-06-29,14297.16,14440.85
2020-06-26,14167.81,14310.2
2020-06-25,14159.85,14302.16
2020-06-24,14089.2,14230.8
2020-06-23,14193.68,14336.33
2020-06-22,14137.96,14280.05
2020-06-19,14170.79,14313.21
2020-06-18,14115.07,14256.93
2020-06-17,14162.83,14305.17
2020-06-16,14084.23,14225.78
2020-06-15,14156.86,14299.14
2020-06-12,14185.72,14328.29
2020-06-11,13943.93,14084.07
2020-06-10,14012.59,14153.42
2020-06-09,13903.14,14042.87
2020-06-08,13886.22,14025.78
2020-06-05,14029.5,14170.5
2020-06-04,14094.18,14235.83
2020-06-03,14173.78,14316.23
2020-06-02,14429.49,14574.51
2020-05-29,14659.34,14806.67
2020-05-28,14695.16,14842.85
2020-05-27,14687.2,14834.81
2020-05-26,14700.13,14847.87
2020-05-20,14711.08,14858.93
2020-05-19,14748.89,14897.12
2020-05-18,14810.58,14959.43
2020-05-15,14834.46,14983.55
2020-05-14,14871.27,15020.73
2020-05-13,14812.57,14961.44
2020-05-12,14903.11,15052.89
2020-05-11,14861.32,15010.68
2020-05-08,14933.96,15084.05
2020-05-06,15051.37,15202.64
2020-05-05,15028.48,15179.52
2020-05-04,14997.64,15148.37
2020-04-30,15081.22,15232.79
2020-04-29,15337.93,15492.08
2020-04-28,15410.56,15565.44
2020-04-27,15513.05,15668.96
2020-04-24,15475.24,15630.77
2020-04-23,15551.85,15708.15
2020-04-22,15489.17,15644.84
2020-04-21,15564.79,15721.22
2020-04-20,15465.29,15620.72
2020-04-17,15425.49,15580.52
2020-04-16,15708.07,15865.94
2020-04-15,15628.47,15785.54
2020-04-14,15643.39,15800.61
2020-04-13,15760.8,15919.2
2020-04-09,16159.8,16322.21
2020-04-08,16163.78,16326.23
2020-04-07,16327.95,16492.05
2020-04-06,16473.22,16638.78
2020-04-03,16381.68,16546.32
2020-04-02,16657.3,16824.71
2020-04-01,16330.94,16495.07
2020-03-31,16285.17,16448.84
2020-03-30,16254.32,16417.68
2020-03-27,16148.85,16311.15
2020-03-26,16246.36,16409.64
2020-03-24,16403.57,16568.43
2020-03-23,16524.96,16691.04
2020-03-20,16191.64,16354.37
2020-03-19,15633.44,15790.56
2020-03-18,15146.89,15299.12
2020-03-17,15007.59,15158.42
2020-03-16,14743.91,14892.09
2020-03-13,14740.93,14889.08
2020-03-12,14417.55,14562.45
2020-03-11,14251.39,14394.62
2020-03-10,14338.95,14483.06
2020-03-09,14270.29,14413.71
2020-03-06,14195.67,14338.34
2020-03-05,14097.16,14238.84
2020-03-04,14100.15,14241.86
2020-03-03,14150.89,14293.11
2020-03-02,14340.94,14485.07
2020-02-28,14162.83,14305.17
2020-02-27,13947.91,14088.09
2020-02-26,13896.17,14035.83
2020-02-25,13823.54,13962.47
2020-02-24,13793.69,13932.32
2020-02-21,13708.12,13845.89
2020-02-20,13666.33,13803.68
2020-02-19,13648.42,13785.59
2020-02-18,13607.62,13744.38
2020-02-17,13624.54,13761.47
2020-02-14,13638.47,13775.54
2020-02-13,13610.61,13747.4
2020-02-12,13590.71,13727.3
2020-02-11,13617.57,13754.43
2020-02-10,13639.46,13776.54
2020-02-07,13578.77,13715.24
2020-02-06,13593.69,13730.31
2020-02-05,13648.42,13785.59
2020-02-04,13691.2,13828.8
2020-02-03,13657.37,13794.63
2020-01-31,13593.69,13730.31
2020-01-30,13583.74,13720.26
2020-01-29,13565.83,13702.17
2020-01-28,13578.77,13715.24
2020-01-27,13543.94,13680.06
2020-01-24,13563.84,13700.16
2020-01-23,13557.87,13694.13
2020-01-22,13609.61,13746.39
2020-01-21,13589.71,13726.29
2020-01-20,13585.73,13722.27
2020-01-17,13579.76,13716.24
2020-01-16,13589.71,13726.29
2020-01-15,13637.47,13774.53
2020-01-14,13585.73,13722.27
2020-01-13,13639.46,13776.54
2020-01-10,13742.94,13881.06
2020-01-09,13790.7,13929.3
2020-01-08,13864.33,14003.67
2020-01-07,13849.41,13988.6
2020-01-06,13891.2,14030.81
2020-01-03,13829.51,13968.5
2020-01-02,13825.53,13964.48
2019-12-31,13831.5,13970.51
2019-12-30,13875.28,14014.73
2019-12-27,13886.22,14025.78
2019-12-26,13912.09,14051.91
2019-12-23,13908.11,14047.89
2019-12-20,13923.04,14062.97
2019-12-19,13913.09,14052.92
2019-12-18,13936.97,14077.04
2019-12-17,13947.91,14088.09
2019-12-16,13933.98,14074.02
2019-12-13,13912.09,14051.91
2019-12-12,13971.79,14112.21
2019-12-11,13954.88,14095.13
2019-12-10,13933.98,14074.02
2019-12-09,13950.9,14091.11
2019-12-06,13966.82,14107.19
2019-12-05,14023.53,14164.47
2019-12-04,14054.38,14195.63
2019-12-03,14059.35,14200.65
2019-12-02,14051.39,14192.61
2019-11-29,14031.49,14172.51
2019-11-28,14028.51,14169.5
2019-11-27,14025.52,14166.48
2019-11-26,14010.6,14151.41
2019-11-25,14020.55,14161.46
2019-11-22,14029.5,14170.5
2019-11-21,14041.44,14182.56
2019-11-20,14026.52,14167.49
2019-11-19,14020.55,14161.46
2019-11-18,14004.63,14145.38
2019-11-15,13998.66,14139.35
2019-11-14,14027.51,14168.49
2019-11-13,14011.59,14152.41
2019-11-12,13988.71,14129.3
2019-11-11,13969.8,14110.2
2019-11-08,13949.9,14090.1
2019-11-07,13969.8,14110.2
2019-11-06,13922.04,14061.96
2019-11-05,13960.85,14101.16
2019-11-04,13931.99,14072.01
2019-11-01,13995.67,14136.33
2019-10-31,13937.96,14078.04
2019-10-30,13973.78,14114.22
2019-10-29,13957.86,14098.14
2019-10-28,13952.89,14093.11
2019-10-25,13993.68,14134.32
2019-10-24,13926.02,14065.98
2019-10-23,13980.75,14121.25
2019-10-22,13987.71,14128.29
2019-10-21,14061.34,14202.66
2019-10-18,14069.3,14210.7
2019-10-17,14101.14,14242.86
2019-10-16,14116.07,14257.93
2019-10-15,14069.3,14210.7
2019-10-14,14055.37,14196.63
2019-10-11,14068.0,14210.0
2019-10-10,14086.0,14228.0
2019-10-09,14111.0,14253.0
2019-10-08,14099.0,14241.0
2019-10-07,14085.0,14227.0
2019-10-04,14064.0,14206.0
2019-10-03,14122.0,14264.0
2019-10-02,14136.0,14278.0
2019-10-01,14125.0,14267.0
2019-09-30,14103.0,14245.0
2019-09-27,14126.0,14268.0
2019-09-26,14091.0,14233.0
2019-09-25,14063.0,14205.0
2019-09-24,14029.0,14169.0
2019-09-23,14007.0,14147.0
2019-09-20,14015.0,14155.0
2019-09-19,14029.0,14169.0
2019-09-18,14010.0,14150.0
2019-09-17,14029.0,14171.0
2019-09-16,13950.0,14090.0
2019-09-13,13880.0,14020.0
2019-09-12,13982.0,14122.0
2019-09-11,13993.0,14133.0
2019-09-10,13961.0,14101.0
2019-09-09,14022.0,14162.0
2019-09-06,14069.0,14211.0
2019-09-05,14082.0,14224.0
2019-09-04,14147.0,14289.0
2019-09-03,14146.0,14288.0
2019-09-02,14119.0,14261.0
2019-08-30,14166.0,14308.0
2019-08-29,14183.0,14325.0
2019-08-28,14192.0,14334.0
2019-08-27,14164.0,14306.0
2019-08-26,14190.0,14332.0
2019-08-23,14178.0,14320.0
2019-08-22,14163.0,14305.0
2019-08-21,14188.0,14330.0
2019-08-20,14191.0,14333.0
2019-08-19,14132.0,14274.0
2019-08-16,14187.0,14329.0
2019-08-15,14225.0,14367.0
2019-08-14,14163.0,14305.0
2019-08-13,14212.0,14354.0
2019-08-12,14149.0,14291.0
2019-08-09,14124.0,14266.0
2019-08-08,14160.0,14302.0
2019-08-07,14204.0,14346.0
2019-08-06,14272.0,14416.0
2019-08-05,14160.0,14302.0
2019-08-02,14132.0,14274.0
2019-08-01,14028.0,14168.0
2019-07-31,13956.0,14096.0
2019-07-30,13964.0,14104.0
2019-07-29,13940.0,14080.0
2019-07-26,13931.0,14071.0
2019-07-25,13916.0,14056.0
2019-07-24,13941.0,14081.0
2019-07-23,13903.0,14043.0
2019-07-22,13893.0,14033.0
2019-07-19,13843.0,13983.0
2019-07-18,13906.0,14046.0
2019-07-17,13879.0,14019.0
2019-07-16,13855.0,13995.0
2019-07-15,13900.0,14040.0
2019-07-12,14015.0,14155.0
2019-07-11,14019.0,14159.0
2019-07-10,14081.0,14223.0
2019-07-09,14058.0,14200.0
2019-07-08,14076.0,14218.0
2019-07-05,14077.0,14219.0
2019-07-04,14035.0,14177.0
2019-07-03,14089.0,14231.0
2019-07-02,14069.0,14211.0
2019-07-01,14046.0,14188.0
2019-06-28,14070.0,14212.0
2019-06-27,14109.0,14251.0
2019-06-26,14103.0,14245.0
2019-06-25,14067.0,14209.0
2019-06-24,14094.0,14236.0
2019-06-21,14045.0,14187.0
2019-06-20,14165.0,14307.0
2019-06-19,14200.0,14342.0
2019-06-18,14262.0,14406.0
2019-06-17,14274.0,14418.0
2019-06-14,14232.0,14376.0
2019-06-13,14199.0,14341.0
2019-06-12,14163.0,14305.0
2019-06-11,14187.0,14329.0
2019-06-10,14160.0,14302.0
2019-05-31,14313.0,14457.0
2019-05-29,14345.0,14489.0
2019-05-28,14308.0,14452.0
2019-05-27,14288.0,14432.0
2019-05-24,14379.0,14523.0
2019-05-23,14440.0,14586.0
2019-05-22,14416.0,14560.0
2019-05-21,14390.0,14534.0
2019-05-20,14406.0,14550.0
2019-05-17,14397.0,14541.0
2019-05-16,14386.0,14530.0
2019-05-15,14376.0,14520.0
2019-05-14,14372.0,14516.0
2019-05-13,14290.0,14434.0
2019-05-10,14275.0,14419.0
2019-05-09,14266.0,14410.0
2019-05-08,14233.0,14377.0
2019-05-07,14237.0,14381.0
2019-05-06,14236.0,14380.0
2019-05-03,14211.0,14353.0
2019-05-02,14174.0,14316.0
2019-04-30,14144.0,14286.0
2019-04-29,14117.0,14259.0
2019-04-26,14117.0,14259.0
2019-04-25,14083.0,14225.0
2019-04-24,14041.0,14183.0
2019-04-23,14010.0,14150.0
2019-04-22,13986.0,14126.0
2019-04-18,13946.0,14086.0
2019-04-16,13996.0,14136.0
2019-04-15,13997.0,14137.0
2019-04-12,14082.0,14224.0
2019-04-11,14085.0,14227.0
2019-04-10,14084.0,14226.0
